data-time,wind,ap,tmp,humi
2018-03-21-08:00:00,3.37,1018.83,284.55,18.0
2018-03-21-09:00:00,2.6,1018.33,284.25,19.0
2018-03-21-10:00:00,3.82,1018.13,283.55,20.0
2018-03-21-11:00:00,3.72,1018.22,282.85,22.0
2018-03-21-12:00:00,3.79,1018.32,281.65,24.0
2018-03-21-13:00:00,3.59,1018.41,280.65,27.0
2018-03-21-14:00:00,3.42,1018.11,280.45,28.0
2018-03-21-15:00:00,2.76,1017.92,279.45,30.0
2018-03-21-16:00:00,2.61,1017.3,279.45,30.0
2018-03-21-17:00:00,1.58,1016.89,277.05,43.0
2018-03-21-18:00:00,1.49,1016.59,276.35,45.0
2018-03-21-19:00:00,1.63,1016.29,276.45,43.0
2018-03-21-20:00:00,1.68,1015.98,275.15,49.0
2018-03-21-21:00:00,2.1,1015.68,275.05,51.0
2018-03-21-22:00:00,2.34,1015.78,274.45,54.0
2018-03-21-23:00:00,2.37,1015.79,275.05,52.0
2018-03-22-00:00:01,2.77,1016.0,278.15,41.0
2018-03-22-01:00:00,2.37,1016.02,280.45,32.0
2018-03-22-02:00:00,1.95,1015.62,282.65,26.0
2018-03-22-03:00:00,1.02,1014.93,285.25,21.0
2018-03-22-04:00:00,1.61,1013.93,286.45,21.0
2018-03-22-05:00:00,2.05,1012.93,288.85,19.0
2018-03-22-06:00:00,4.2,1011.34,290.85,17.0
2018-03-22-07:00:00,4.79,1010.84,291.85,15.0
2018-03-22-08:00:00,4.85,1010.64,291.85,14.0
2018-03-22-09:00:00,4.82,1010.64,291.45,15.0
2018-03-22-10:00:00,3.26,1011.13,290.65,19.0
2018-03-22-11:00:00,3.88,1011.63,289.25,21.0
2018-03-22-12:00:00,5.01,1011.83,289.05,24.0
2018-03-22-13:00:00,3.2,1012.32,287.65,25.0
2018-03-22-14:00:00,4.31,1012.71,285.35,29.0
2018-03-22-15:00:00,2.59,1012.62,285.45,29.0
2018-03-22-16:00:00,1.76,1012.62,282.85,34.0
2018-03-22-17:00:00,3.18,1012.7,281.25,44.0
2018-03-22-18:00:00,2.82,1012.5,280.85,50.0
2018-03-22-19:00:00,2.13,1012.4,279.95,54.0
2018-03-22-20:00:00,2.34,1012.7,279.55,55.0
2018-03-22-21:00:00,1.28,1013.1,279.75,54.0
2018-03-22-22:00:00,0.76,1013.6,280.15,53.0
2018-03-22-23:00:00,1.38,1013.7,280.05,54.0
2018-03-23-00:00:01,0.86,1014.51,281.85,48.0
2018-03-23-01:00:00,1.87,1015.22,283.55,42.0
2018-03-23-02:00:00,1.02,1015.13,285.45,37.0
2018-03-23-03:00:00,1.14,1015.03,286.85,33.0
2018-03-23-04:00:00,1.68,1015.03,287.25,33.0
2018-03-23-05:00:00,2.83,1014.14,289.15,29.0
2018-03-23-06:00:00,1.47,1013.35,291.95,23.0
2018-03-23-07:00:00,1.6,1012.95,293.65,17.0
2018-03-23-08:00:00,1.74,1013.05,293.15,17.0
2018-03-23-09:00:00,1.75,1013.25,293.75,15.0
2018-03-23-10:00:00,1.44,1014.15,292.85,18.0
2018-03-23-11:00:00,2.12,1015.15,291.85,20.0
2018-03-23-12:00:00,1.78,1016.55,286.75,29.0
2018-03-23-13:00:00,1.38,1018.04,287.45,28.0
2018-03-23-14:00:00,1.99,1018.93,284.95,32.0
2018-03-23-15:00:00,1.96,1019.93,284.05,33.0
2018-03-23-16:00:00,2.11,1020.62,283.25,32.0
2018-03-23-17:00:00,1.33,1021.43,284.95,42.0
2018-03-23-18:00:00,1.62,1021.53,283.85,52.0
2018-03-23-19:00:00,2.01,1021.61,283.45,54.0
2018-03-23-20:00:00,0.52,1021.81,279.55,62.0
2018-03-23-21:00:00,1.05,1022.31,279.05,64.0
2018-03-23-22:00:00,0.96,1022.71,279.05,64.0
2018-03-23-23:00:00,1.46,1023.32,279.95,58.0
2018-03-24-00:00:01,1.65,1023.64,283.15,40.0
2018-03-24-01:00:00,1.22,1023.95,286.75,30.0
2018-03-24-02:00:00,1.04,1023.76,289.55,30.0
2018-03-24-03:00:00,1.21,1023.17,292.55,20.0
2018-03-24-04:00:00,2.8,1022.18,294.25,12.0
2018-03-24-05:00:00,1.95,1021.08,295.65,10.0
2018-03-24-06:00:00,3.65,1019.67,296.85,9.0
2018-03-24-07:00:00,4.79,1018.87,296.65,9.0
2018-03-24-08:00:00,4.82,1018.27,296.45,11.0
2018-03-24-09:00:00,5.32,1018.07,296.35,11.0
2018-03-24-10:00:00,4.98,1018.16,295.35,11.0
2018-03-24-11:00:00,4.41,1018.46,294.35,12.0
2018-03-24-12:00:00,4.18,1018.95,292.35,14.0
2018-03-24-13:00:00,4.5,1019.15,292.55,14.0
2018-03-24-14:00:00,3.41,1019.45,292.05,14.0
2018-03-24-15:00:00,1.14,1019.74,288.75,19.0
2018-03-24-16:00:00,1.76,1019.52,284.25,29.0
2018-03-24-17:00:00,1.89,1019.42,282.45,32.0
2018-03-24-18:00:00,1.02,1019.42,283.55,30.0
2018-03-24-19:00:00,2.39,1019.31,281.55,36.0
2018-03-24-20:00:00,1.32,1019.31,280.35,40.0
2018-03-24-21:00:00,0.78,1019.4,282.65,33.0
2018-03-24-22:00:00,1.57,1019.8,279.95,40.0
2018-03-24-23:00:00,2.5,1020.32,280.85,40.0
2018-03-25-00:00:01,2.32,1020.44,286.45,26.0
2018-03-25-01:00:00,1.81,1020.36,290.35,17.0
2018-03-25-02:00:00,2.05,1020.36,291.15,15.0
2018-03-25-03:00:00,1.91,1020.07,293.35,13.0
2018-03-25-04:00:00,2.35,1019.18,296.35,10.0
2018-03-25-05:00:00,2.85,1018.08,297.95,9.0
2018-03-25-06:00:00,4.37,1016.68,299.15,8.0
2018-03-25-07:00:00,4.69,1015.58,300.35,7.0
2018-03-25-08:00:00,5.7,1014.78,300.35,7.0
2018-03-25-09:00:00,5.64,1014.47,299.85,7.0
2018-03-25-10:00:00,5.64,1014.67,299.15,8.0
2018-03-25-11:00:00,4.41,1014.86,297.85,9.0
2018-03-25-12:00:00,6.02,1015.15,297.05,12.0
2018-03-25-13:00:00,4.25,1015.36,296.15,14.0
2018-03-25-14:00:00,0.98,1015.75,292.85,20.0
2018-03-25-15:00:00,1.18,1015.85,292.65,23.0
2018-03-25-16:00:00,2.27,1015.45,293.15,23.0
2018-03-25-17:00:00,2.08,1015.43,287.75,33.0
2018-03-25-18:00:00,1.65,1015.22,284.95,41.0
2018-03-25-19:00:00,2.1,1014.81,285.75,39.0
2018-03-25-20:00:00,2.22,1014.81,283.55,44.0
2018-03-25-21:00:00,1.97,1014.6,283.35,47.0
2018-03-25-22:00:00,1.6,1014.61,282.45,51.0
2018-03-25-23:00:00,1.51,1015.2,282.75,53.0
2018-03-26-00:00:01,2.29,1015.23,285.85,47.0
2018-03-26-01:00:00,1.58,1015.34,287.95,43.0
2018-03-26-02:00:00,1.38,1015.14,289.95,39.0
2018-03-26-03:00:00,1.9,1014.75,291.75,35.0
2018-03-26-04:00:00,2.7,1014.05,292.75,31.0
2018-03-26-05:00:00,3.29,1012.55,294.85,27.0
2018-03-26-06:00:00,4.14,1011.56,295.75,25.0
2018-03-26-07:00:00,3.13,1010.75,296.35,24.0
2018-03-26-08:00:00,4.45,1009.96,297.15,22.0
2018-03-26-09:00:00,2.82,1009.65,297.05,22.0
2018-03-26-10:00:00,2.96,1009.35,297.05,21.0
2018-03-26-11:00:00,2.57,1009.73,295.55,24.0
2018-03-26-12:00:00,2.74,1010.03,291.95,32.0
2018-03-26-13:00:00,1.46,1010.12,291.05,34.0
2018-03-26-14:00:00,1.44,1010.13,290.25,41.0
2018-03-26-15:00:00,1.13,1009.92,289.35,46.0
2018-03-26-16:00:00,1.37,1009.41,286.55,52.0
2018-03-26-17:00:00,1.85,1009.21,286.75,53.0
2018-03-26-18:00:00,1.9,1008.9,287.95,49.0
2018-03-26-19:00:00,1.04,1008.8,285.95,53.0
2018-03-26-20:00:00,1.35,1008.6,284.35,60.0
2018-03-26-21:00:00,2.19,1008.2,284.85,60.0
2018-03-26-22:00:00,1.17,1008.3,285.05,68.0
2018-03-26-23:00:00,1.77,1008.4,283.55,67.0
2018-03-27-00:00:01,1.28,1008.62,286.95,60.0
2018-03-27-01:00:00,2.11,1008.82,288.95,61.0
2018-03-27-02:00:00,1.89,1008.33,290.65,57.0
2018-03-27-03:00:00,1.7,1007.53,292.45,53.0
2018-03-27-04:00:00,2.76,1006.34,293.55,47.0
2018-03-27-05:00:00,2.37,1005.24,295.15,42.0
2018-03-27-06:00:00,3.27,1003.84,296.55,35.0
2018-03-27-07:00:00,2.73,1003.44,297.15,30.0
2018-03-27-08:00:00,1.12,1002.74,297.45,30.0
2018-03-27-09:00:00,1.09,1002.34,297.15,31.0
2018-03-27-10:00:00,1.97,1002.53,295.15,37.0
2018-03-27-11:00:00,2.28,1002.82,293.15,44.0
2018-03-27-12:00:00,1.27,1003.52,292.55,46.0
2018-03-27-13:00:00,1.71,1004.21,290.95,51.0
2018-03-27-14:00:00,1.36,1004.42,290.75,52.0
2018-03-27-15:00:00,1.41,1004.72,289.05,58.0
2018-03-27-16:00:00,1.19,1004.81,289.15,56.0
2018-03-27-17:00:00,2.98,1005.31,289.45,56.0
2018-03-27-18:00:00,3.12,1005.72,289.05,57.0
2018-03-27-19:00:00,4.3,1006.42,289.55,54.0
2018-03-27-20:00:00,3.64,1007.12,289.85,53.0
2018-03-27-21:00:00,5.01,1007.94,292.25,35.0
2018-03-27-22:00:00,5.89,1009.14,294.35,24.0
2018-03-27-23:00:00,2.9,1010.45,293.35,26.0
2018-03-28-00:00:01,3.16,1011.55,294.35,20.0
2018-03-28-01:00:00,2.76,1013.05,295.65,17.0
2018-03-28-02:00:00,4.11,1013.66,294.85,38.0
2018-03-28-03:00:00,5.22,1014.06,295.25,29.0
2018-03-28-04:00:00,5.21,1013.86,295.35,27.0
2018-03-28-05:00:00,5.14,1013.86,295.75,26.0
2018-03-28-06:00:00,6.98,1013.36,295.55,26.0
2018-03-28-07:00:00,6.31,1013.46,295.65,23.0
2018-03-28-08:00:00,5.29,1013.55,294.45,23.0
2018-03-28-09:00:00,6.07,1014.05,294.25,22.0
2018-03-28-10:00:00,4.38,1014.75,293.85,19.0
2018-03-28-11:00:00,4.45,1015.55,293.45,19.0
2018-03-28-12:00:00,4.26,1016.75,292.85,20.0
2018-03-28-13:00:00,3.92,1017.45,292.35,21.0
2018-03-28-14:00:00,3.37,1018.44,291.45,22.0
2018-03-28-15:00:00,3.86,1019.04,290.85,22.0
2018-03-28-16:00:00,3.29,1019.44,290.05,25.0
2018-03-28-17:00:00,4.17,1020.15,289.15,28.0
2018-03-28-18:00:00,3.65,1020.34,289.35,27.0
2018-03-28-19:00:00,2.55,1021.04,288.55,30.0
2018-03-28-20:00:00,3.26,1021.05,288.95,26.0
2018-03-28-21:00:00,1.73,1022.04,288.65,26.0
2018-03-28-22:00:00,1.49,1023.04,287.15,30.0
2018-03-28-23:00:00,1.6,1024.35,285.95,41.0
2018-03-29-00:00:01,1.38,1025.56,287.65,34.0
2018-03-29-01:00:00,0.7,1026.67,290.15,29.0
2018-03-29-02:00:00,5.5,1027.28,290.65,23.0
2018-03-29-03:00:00,5.8,1026.98,291.75,19.0
2018-03-29-04:00:00,5.62,1026.58,292.05,18.0
2018-03-29-05:00:00,5.16,1025.98,292.45,16.0
2018-03-29-06:00:00,4.64,1024.78,293.05,18.0
2018-03-29-07:00:00,6.19,1024.08,292.95,18.0
2018-03-29-08:00:00,5.6,1023.77,293.05,15.0
2018-03-29-09:00:00,6.15,1023.67,292.55,15.0
2018-03-29-10:00:00,6.67,1023.97,291.75,15.0
2018-03-29-11:00:00,7.76,1024.96,289.25,22.0
2018-03-29-12:00:00,7.94,1026.16,287.85,23.0
2018-03-29-13:00:00,6.07,1027.26,285.95,25.0
2018-03-29-14:00:00,4.9,1027.75,285.15,26.0
2018-03-29-15:00:00,5.05,1027.95,284.95,23.0
2018-03-29-16:00:00,3.48,1027.75,283.55,24.0
2018-03-29-17:00:00,3.09,1027.44,283.85,24.0
2018-03-29-18:00:00,2.72,1026.74,281.65,29.0
2018-03-29-19:00:00,2.58,1025.94,281.45,31.0
2018-03-29-20:00:00,1.61,1025.93,280.65,37.0
2018-03-29-21:00:00,1.62,1025.63,280.55,40.0
2018-03-29-22:00:00,1.58,1025.63,280.85,40.0
2018-03-29-23:00:00,1.32,1026.14,281.25,41.0
2018-03-30-00:00:01,1.44,1026.64,282.65,35.0
2018-03-30-01:00:00,3.15,1026.85,284.85,24.0
2018-03-30-02:00:00,5.44,1026.46,285.55,21.0
2018-03-30-03:00:00,3.46,1025.66,286.65,20.0
2018-03-30-04:00:00,4.33,1024.26,288.15,17.0
2018-03-30-05:00:00,3.95,1022.56,289.05,14.0
2018-03-30-06:00:00,4.47,1020.66,290.65,14.0
2018-03-30-07:00:00,4.15,1019.26,290.75,14.0
2018-03-30-08:00:00,4.69,1018.16,291.85,13.0
2018-03-30-09:00:00,5.29,1017.25,291.75,13.0
2018-03-30-10:00:00,5.49,1016.85,291.15,14.0
2018-03-30-11:00:00,3.55,1016.94,290.55,15.0
2018-03-30-12:00:00,5.21,1017.44,288.95,21.0
2018-03-30-13:00:00,5.14,1017.74,287.85,20.0
2018-03-30-14:00:00,4.63,1017.84,287.25,22.0
2018-03-30-15:00:00,3.52,1018.04,286.75,24.0
2018-03-30-16:00:00,2.98,1017.73,285.75,26.0
2018-03-30-17:00:00,1.94,1016.93,285.15,29.0
2018-03-30-18:00:00,2.47,1016.83,284.65,31.0
2018-03-30-19:00:00,1.79,1016.32,284.85,31.0
2018-03-30-20:00:00,1.81,1015.92,284.25,33.0
2018-03-30-21:00:00,0.49,1015.72,284.25,32.0
2018-03-30-22:00:00,1.37,1015.92,283.25,37.0
2018-03-30-23:00:00,1.69,1016.12,283.55,39.0
2018-03-31-00:00:01,1.73,1016.13,286.05,30.0
2018-03-31-01:00:00,1.58,1016.04,288.35,24.0
2018-03-31-02:00:00,1.75,1016.05,289.45,23.0
2018-03-31-03:00:00,1.09,1015.35,291.45,19.0
2018-03-31-04:00:00,2.41,1014.25,292.95,17.0
2018-03-31-05:00:00,2.89,1013.25,294.15,17.0
2018-03-31-06:00:00,3.1,1011.85,295.45,16.0
2018-03-31-07:00:00,3.34,1010.76,296.15,15.0
2018-03-31-08:00:00,4.52,1010.05,296.55,17.0
2018-03-31-09:00:00,4.11,1009.55,296.95,18.0
2018-03-31-10:00:00,3.09,1009.75,296.55,18.0
2018-03-31-11:00:00,1.38,1010.24,294.95,21.0
2018-03-31-12:00:00,2.66,1011.03,293.35,25.0
2018-03-31-13:00:00,1.93,1012.02,290.95,31.0
2018-03-31-14:00:00,2.36,1012.12,290.35,34.0
2018-03-31-15:00:00,1.37,1012.32,289.85,37.0
2018-03-31-16:00:00,1.01,1012.21,287.55,45.0
2018-03-31-17:00:00,1.28,1012.11,286.65,46.0
2018-03-31-18:00:00,1.94,1011.71,287.65,39.0
2018-03-31-19:00:00,1.58,1011.71,286.65,44.0
2018-03-31-20:00:00,3.27,1011.91,284.65,63.0
2018-03-31-21:00:00,1.74,1011.62,285.35,72.0
2018-03-31-22:00:00,1.18,1012.11,284.55,75.0
2018-03-31-23:00:00,1.88,1013.21,283.95,73.0
2018-04-01-00:00:01,1.27,1013.33,287.35,65.0
2018-04-01-01:00:00,1.11,1012.93,288.85,59.0
2018-04-01-02:00:00,4.35,1012.44,290.15,53.0
2018-04-01-03:00:00,2.54,1011.74,292.55,43.0
2018-04-01-04:00:00,2.83,1010.55,294.75,36.0
2018-04-01-05:00:00,3.91,1009.05,296.65,31.0
2018-04-01-06:00:00,3.9,1007.75,298.35,27.0
2018-04-01-07:00:00,5.35,1006.75,299.45,26.0
2018-04-01-08:00:00,5.39,1005.65,300.75,19.0
2018-04-01-09:00:00,3.61,1005.55,300.45,17.0
2018-04-01-10:00:00,4.28,1005.44,299.75,19.0
2018-04-01-11:00:00,2.76,1005.84,295.65,43.0
2018-04-01-12:00:00,2.65,1006.33,293.55,49.0
2018-04-01-13:00:00,3.26,1006.52,293.05,51.0
2018-04-01-14:00:00,4.46,1006.63,292.65,58.0
2018-04-01-15:00:00,3.28,1006.53,291.25,67.0
2018-04-01-16:00:00,4.09,1006.42,290.45,69.0
2018-04-01-17:00:00,2.3,1006.02,288.85,73.0
2018-04-01-18:00:00,1.43,1005.91,288.55,74.0
2018-04-01-19:00:00,1.54,1005.61,288.15,75.0
2018-04-01-20:00:00,0.96,1005.31,287.85,77.0
2018-04-01-21:00:00,1.79,1005.31,287.65,80.0
2018-04-01-22:00:00,1.58,1005.8,286.45,84.0
2018-04-01-23:00:00,2.18,1006.3,286.75,84.0
2018-04-02-00:00:01,1.39,1006.61,287.65,81.0
2018-04-02-01:00:00,1.64,1007.02,288.15,79.0
2018-04-02-02:00:00,2.13,1006.92,288.95,77.0
2018-04-02-03:00:00,1.7,1006.72,290.35,72.0
2018-04-02-04:00:00,2.68,1006.23,292.05,67.0
2018-04-02-05:00:00,2.74,1005.43,294.15,58.0
2018-04-02-06:00:00,2.61,1004.94,295.95,52.0
2018-04-02-07:00:00,3.71,1004.24,296.85,49.0
2018-04-02-08:00:00,2.63,1003.94,297.45,44.0
2018-04-02-09:00:00,2.68,1004.14,298.25,37.0
2018-04-02-10:00:00,1.77,1005.14,297.15,42.0
2018-04-02-11:00:00,3.49,1006.83,293.85,56.0
2018-04-02-12:00:00,3.34,1008.34,295.35,50.0
2018-04-02-13:00:00,7.31,1009.65,296.05,26.0
2018-04-02-14:00:00,8.5,1011.85,295.55,14.0
2018-04-02-15:00:00,5.71,1013.55,294.25,16.0
2018-04-02-16:00:00,6.69,1014.85,292.95,15.0
2018-04-02-17:00:00,5.02,1015.55,291.85,15.0
2018-04-02-18:00:00,6.03,1016.25,290.65,18.0
2018-04-02-19:00:00,8.04,1016.65,289.85,17.0
2018-04-02-20:00:00,9.38,1017.64,288.75,15.0
2018-04-02-21:00:00,9.26,1018.64,287.85,13.0
2018-04-02-22:00:00,10.08,1019.94,286.95,12.0
2018-04-02-23:00:00,8.86,1021.95,286.35,12.0
2018-04-03-00:00:01,9.01,1022.65,285.95,14.0
2018-04-03-01:00:00,8.92,1023.65,285.45,14.0
2018-04-03-02:00:00,10.0,1024.75,285.05,15.0
2018-04-03-03:00:00,9.3,1025.25,284.85,19.0
2018-04-03-04:00:00,10.25,1025.45,283.95,21.0
2018-04-03-05:00:00,13.35,1026.14,281.65,33.0
2018-04-03-06:00:00,12.17,1027.03,278.45,67.0
2018-04-03-07:00:00,11.23,1027.62,275.95,89.0
2018-04-03-08:00:00,8.81,1027.92,276.55,88.0
2018-04-03-09:00:00,7.24,1028.12,276.35,89.0
2018-04-03-10:00:00,6.71,1028.33,276.55,86.0
2018-04-03-11:00:00,2.88,1028.23,276.65,85.0
2018-04-03-12:00:00,2.81,1029.23,276.95,85.0
2018-04-03-13:00:00,2.07,1029.53,277.05,82.0
2018-04-03-14:00:00,1.67,1029.93,277.25,82.0
2018-04-03-15:00:00,1.4,1029.83,277.45,81.0
2018-04-03-16:00:00,1.87,1029.83,277.45,82.0
2018-04-03-17:00:00,2.35,1030.03,277.55,84.0
2018-04-03-18:00:00,1.67,1029.33,277.45,82.0
2018-04-03-19:00:00,1.79,1029.02,276.95,84.0
2018-04-03-20:00:00,2.0,1029.12,277.25,84.0
2018-04-03-21:00:00,0.63,1029.33,277.05,87.0
2018-04-03-22:00:00,2.76,1029.83,277.15,83.0
2018-04-03-23:00:00,3.49,1030.13,277.55,78.0
2018-04-04-00:00:01,4.25,1030.74,278.15,69.0
2018-04-04-01:00:00,1.2,1030.94,279.65,61.0
2018-04-04-02:00:00,1.17,1030.35,280.25,57.0
2018-04-04-03:00:00,1.83,1029.65,280.75,41.0
2018-04-04-04:00:00,4.56,1028.15,281.85,25.0
2018-04-04-05:00:00,3.85,1027.64,282.15,19.0
2018-04-04-06:00:00,3.44,1026.94,281.55,20.0
2018-04-04-07:00:00,4.39,1026.84,281.75,21.0
2018-04-04-08:00:00,4.86,1026.83,279.55,45.0
2018-04-04-09:00:00,4.5,1027.32,276.35,83.0
2018-04-04-10:00:00,2.83,1027.42,274.45,92.0
2018-04-04-11:00:00,2.24,1027.22,274.35,93.0
2018-04-04-12:00:00,2.72,1026.91,274.75,92.0
2018-04-04-13:00:00,1.39,1027.71,273.55,93.0
2018-04-04-14:00:00,1.96,1026.91,273.45,94.0
2018-04-04-15:00:00,2.58,1026.41,273.95,95.0
2018-04-04-16:00:00,4.14,1025.51,274.05,95.0
2018-04-04-17:00:00,4.07,1025.11,274.25,95.0
2018-04-04-18:00:00,3.64,1024.61,274.45,93.0
2018-04-04-19:00:00,4.92,1023.61,274.55,92.0
2018-04-04-20:00:00,4.77,1023.1,274.55,92.0
2018-04-04-21:00:00,4.41,1022.5,274.75,91.0
2018-04-04-22:00:00,3.24,1022.1,274.75,89.0
2018-04-04-23:00:00,3.44,1021.9,274.95,88.0
2018-04-05-00:00:01,4.39,1021.81,275.15,87.0
2018-04-05-01:00:00,3.04,1021.2,275.65,83.0
2018-04-05-02:00:00,2.78,1021.41,275.65,81.0
2018-04-05-03:00:00,3.9,1020.4,275.85,82.0
2018-04-05-04:00:00,3.46,1019.7,276.05,82.0
2018-04-05-05:00:00,2.78,1018.8,276.55,79.0
2018-04-05-06:00:00,2.79,1018.3,276.65,77.0
2018-04-05-07:00:00,2.85,1017.2,277.65,74.0
2018-04-05-08:00:00,3.34,1016.5,278.25,71.0
2018-04-05-09:00:00,2.52,1016.71,279.15,68.0
2018-04-05-10:00:00,2.36,1016.91,279.05,69.0
2018-04-05-11:00:00,2.11,1017.01,278.95,69.0
2018-04-05-12:00:00,3.01,1017.41,277.05,77.0
2018-04-05-13:00:00,1.17,1018.1,276.35,83.0
2018-04-05-14:00:00,3.95,1018.61,277.95,64.0
2018-04-05-15:00:00,9.07,1018.82,280.35,29.0
2018-04-05-16:00:00,10.04,1019.72,279.55,26.0
2018-04-05-17:00:00,6.09,1019.81,278.55,32.0
2018-04-05-18:00:00,5.35,1018.91,278.05,29.0
2018-04-05-19:00:00,7.3,1017.91,277.85,33.0
2018-04-05-20:00:00,5.0,1017.81,277.75,30.0
2018-04-05-21:00:00,11.46,1017.81,278.65,27.0
2018-04-05-22:00:00,10.32,1018.71,278.55,28.0
2018-04-05-23:00:00,9.52,1019.92,278.55,29.0
2018-04-06-00:00:01,8.38,1021.32,278.55,30.0
2018-04-06-01:00:00,6.84,1022.32,278.75,30.0
2018-04-06-02:00:00,8.01,1023.33,279.75,27.0
2018-04-06-03:00:00,8.6,1023.63,281.05,24.0
2018-04-06-04:00:00,8.45,1023.63,281.15,23.0
2018-04-06-05:00:00,9.97,1023.74,281.85,19.0
2018-04-06-06:00:00,5.25,1023.44,282.65,21.0
2018-04-06-07:00:00,11.05,1022.94,284.15,19.0
2018-04-06-08:00:00,6.73,1023.24,283.35,18.0
2018-04-06-09:00:00,7.18,1023.54,283.15,20.0
2018-04-06-10:00:00,6.5,1024.13,281.85,29.0
2018-04-06-11:00:00,7.02,1024.93,280.05,34.0
2018-04-06-12:00:00,6.83,1026.33,279.55,31.0
2018-04-06-13:00:00,5.47,1027.13,278.85,33.0
2018-04-06-14:00:00,4.52,1027.13,278.45,34.0
2018-04-06-15:00:00,5.11,1026.83,278.25,26.0
2018-04-06-16:00:00,6.32,1026.13,277.65,21.0
2018-04-06-17:00:00,4.13,1026.12,276.85,22.0
2018-04-06-18:00:00,5.24,1025.22,276.55,22.0
2018-04-06-19:00:00,5.26,1024.82,276.25,24.0
2018-04-06-20:00:00,5.12,1024.62,276.15,24.0
2018-04-06-21:00:00,8.28,1024.31,275.75,26.0
2018-04-06-22:00:00,6.83,1024.81,275.45,28.0
2018-04-06-23:00:00,4.04,1024.92,276.35,27.0
2018-04-07-00:00:01,5.89,1024.63,278.65,23.0
2018-04-07-01:00:00,7.4,1024.13,279.05,20.0
2018-04-07-02:00:00,5.17,1023.43,281.05,20.0
2018-04-07-03:00:00,3.12,1022.13,281.45,20.0
2018-04-07-04:00:00,1.53,1020.33,282.65,19.0
2018-04-07-05:00:00,3.29,1018.83,283.35,18.0
2018-04-07-06:00:00,4.37,1017.43,284.25,16.0
2018-04-07-07:00:00,4.58,1015.83,285.15,15.0
2018-04-07-08:00:00,4.57,1014.63,285.65,15.0
2018-04-07-09:00:00,4.92,1013.63,285.95,17.0
2018-04-07-10:00:00,4.7,1012.72,285.65,20.0
2018-04-07-11:00:00,4.54,1012.51,284.95,23.0
2018-04-07-12:00:00,4.16,1012.31,283.95,26.0
2018-04-07-13:00:00,3.63,1012.31,282.15,31.0
2018-04-07-14:00:00,3.38,1011.6,281.35,32.0
2018-04-07-15:00:00,3.38,1011.0,280.45,34.0
2018-04-07-16:00:00,3.38,1010.59,279.75,38.0
2018-04-07-17:00:00,2.4,1010.39,279.35,38.0
2018-04-07-18:00:00,2.28,1010.28,278.95,39.0
2018-04-07-19:00:00,2.33,1010.17,278.05,41.0
2018-04-07-20:00:00,1.81,1010.78,276.85,51.0
2018-04-07-21:00:00,2.02,1010.67,276.55,54.0
2018-04-07-22:00:00,2.07,1011.28,275.25,60.0
2018-04-07-23:00:00,1.11,1011.79,279.35,48.0
2018-04-08-00:00:01,2.73,1012.21,281.65,33.0
2018-04-08-01:00:00,1.58,1012.52,283.65,28.0
2018-04-08-02:00:00,1.94,1012.52,285.25,25.0
2018-04-08-03:00:00,2.0,1012.13,287.85,24.0
2018-04-08-04:00:00,3.42,1011.13,289.15,22.0
2018-04-08-05:00:00,2.75,1010.44,290.75,19.0
2018-04-08-06:00:00,2.52,1009.94,291.85,17.0
2018-04-08-07:00:00,3.11,1009.54,292.45,15.0
2018-04-08-08:00:00,4.07,1009.44,292.85,15.0
2018-04-08-09:00:00,6.33,1009.24,293.05,16.0
2018-04-08-10:00:00,6.06,1009.53,292.25,15.0
2018-04-08-11:00:00,3.97,1009.93,290.85,20.0
2018-04-08-12:00:00,3.86,1010.52,289.95,24.0
2018-04-08-13:00:00,3.52,1011.42,288.95,26.0
2018-04-08-14:00:00,6.78,1011.83,288.05,28.0
2018-04-08-15:00:00,6.92,1011.62,287.45,28.0
2018-04-08-16:00:00,5.32,1011.92,285.85,31.0
2018-04-08-17:00:00,3.21,1012.11,282.95,45.0
2018-04-08-18:00:00,2.59,1012.41,281.65,50.0
2018-04-08-19:00:00,2.39,1012.0,280.95,53.0
2018-04-08-20:00:00,3.14,1012.0,280.25,58.0
2018-04-08-21:00:00,1.66,1011.8,280.35,57.0
2018-04-08-22:00:00,1.42,1011.69,279.65,59.0
2018-04-08-23:00:00,1.07,1012.1,281.25,52.0
2018-04-09-00:00:01,0.9,1012.01,283.05,47.0
2018-04-09-01:00:00,2.06,1011.52,284.25,42.0
2018-04-09-02:00:00,2.5,1010.92,286.45,35.0
2018-04-09-03:00:00,3.53,1009.73,288.05,31.0
2018-04-09-04:00:00,3.31,1007.92,289.35,27.0
2018-04-09-05:00:00,3.09,1006.93,290.75,25.0
2018-04-09-06:00:00,6.19,1005.63,291.55,26.0
2018-04-09-07:00:00,4.28,1004.42,291.95,28.0
2018-04-09-08:00:00,3.95,1003.82,291.95,32.0
2018-04-09-09:00:00,2.99,1003.62,291.95,32.0
2018-04-09-10:00:00,3.06,1003.62,291.65,36.0
2018-04-09-11:00:00,3.4,1003.42,291.55,38.0
2018-04-09-12:00:00,3.99,1003.51,290.95,41.0
2018-04-09-13:00:00,2.35,1003.31,289.05,47.0
2018-04-09-14:00:00,3.67,1003.01,288.95,45.0
2018-04-09-15:00:00,3.45,1002.6,287.95,46.0
2018-04-09-16:00:00,3.47,1002.4,287.25,49.0
2018-04-09-17:00:00,1.8,1001.59,286.35,53.0
